id	verb	transitive	derived	type
8287	جَثَمَ	1	جَاثِمٌ	Subject
8288	جَحَدَ	1	جَاحِدٌ	Subject
8289	جَحَظَ	1	جاَحِظٌ	Subject
8290	جَدَّ	1	جَادٌّ	Subject
8291	جَدَّ	1	مُجِدٌّ	Subject
8292	جَدَّدَ	1	مُجَدِّدٌ	Subject
8293	جَذَبَ	1	جَاذِبٌ	Subject
8294	جَرَّبَ	1	مُجَرِّبٌ	Subject
8295	جَرَحَ	1	جَارِحٌ	Subject
8296	جَرَفَ	1	جَارِفٌ	Subject
8297	جَرَى	1	جَارِي	Subject
8298	جَزَمَ	1	جَازِمٌ	Subject
8299	جَسَرَ	1	جَاسِرٌ	Subject
8300	جَفَّ	1	جَافٌّ	Subject
8301	جَفَا	1	جَافِي	Subject
8302	جَفَلَ	1	جَافِلٌ	Subject
8303	جَلْجَلَ	1	مُجَلْجِلٌ	Subject
8304	جَلَّدَ	1	مُجَلِّدٌ	Subject
8305	جَلَسَ	1	جَالِسٌ	Subject
8306	جَلَّى	1	مُجَلِّي	Subject
8307	جَمَحَ	1	جَامِحٌ	Subject
8308	جَمَّدَ	1	مُجَمِّدٌ	Subject
8309	جَمَعَ	1	جَامِعٌ	Subject
8310	جَنَّ	1	جَانٌّ	Subject
8311	جَنَّبَ	1	مُجَنِّبٌ	Subject
8312	جَنَحَ	1	جَانِحٌ	Subject
8313	جَنَى	1	جَانِي	Subject
8314	جَهَدَ	1	جَاهِدٌ	Subject
8315	جَهَّزَ	1	مُجَهِّزٌ	Subject
8316	جَهَزَ	1	جَاهِزٌ	Subject
8317	جَهَلَ	1	جَاهِلٌ	Subject
8318	حَابَى	1	مُحَابِي	Subject
8319	حَاذَى	1	مُحَاذِي	Subject
8320	حارَ	1	حائِرٌ	Subject
8321	حَارَبَ	1	مُحَارِبٌ	Subject
8322	حَازَ	1	حائِزٌ	Subject
8323	حَاسَبَ	1	مُحَاسِبٌ	Subject
8324	حَاصَرَ	1	مُحَاصِرٌ	Subject
8325	حاضَ	1	حائِضٌ	Subject
8326	حَاضَرَ	1	مُحَاضِرٌ	Subject
8327	حاطَ	1	حائِطٌ	Subject
8328	حَافَظَ	1	مُحَافِظٌ	Subject
8329	حاكَ	1	حائِكٌ	Subject
8330	حَاكَى	1	مُحَاكِي	Subject
8331	حالَ	1	حائِلٌ	Subject
8332	حَامَى	1	مُحَامِي	Subject
8333	حَاوَرَ	1	مُحَاوِرٌ	Subject
8334	حَايَدَ	1	مُحَايِدٌ	Subject
8335	حَبَلَ	1	حابِلٌ	Subject
8336	حَجَبَ	1	حاجِبٌ	Subject
8337	حَجَزَ	1	حاجِزٌ	Subject
8338	حَدَّ	1	حادٌّ	Subject
8339	حَدَّثَ	1	مُحَدِّثٌ	Subject
8340	حَدَّدَ	1	مُحَدِّدٌ	Subject
8341	حَذَقَ	1	حاذِقٌ	Subject
8342	حَرَثَ	1	حارِثٌ	Subject
8343	حَرَّرَ	1	مُتَحَرِّرٌ	Subject
8344	حَرَّرَ	1	مُحَرِّرٌ	Subject
8345	حَرَسَ	1	حارِسٌ	Subject
8346	حَرَّضَ	1	مُحَرِّضٌ	Subject
8347	حَرَكَ	1	حارِكٌ	Subject
8348	حَرَّكَ	1	مُحَرِّكٌ	Subject
8349	حَزَمَ	1	حازِمٌ	Subject
8350	حَسَبَ	1	حاسِبٌ	Subject
8351	حَسَمَ	1	حاسِمٌ	Subject
8352	حَشَدَ	1	حاشِدٌ	Subject
8353	حَشَرَ	1	حاشِرٌ	Subject
8354	حَشَّى	1	مُحَشِّي	Subject
8355	حَصَل	1	حاصِلٌ	Subject
8356	حَضَرَ	1	حاضِرٌ	Subject
8357	حَضَنَ	1	حاضِنٌ	Subject
8358	حَطَبَ	1	حاطِبٌ	Subject
8359	حَطَّمَ	1	مُحَطِّمٌ	Subject
8360	حَفَّ	1	حافٌّ	Subject
8361	حَفَزَ	1	حافِزٌ	Subject
8362	حَفَلَ	1	حافِلٌ	Subject
8363	حَفِيَ	1	حافِي	Subject
8364	حَقَدَ	1	حاقِدٌ	Subject
8365	حَقَّقَ	1	مُحَقِّقٌ	Subject
8366	حَكَمَ	1	حاكِمٌ	Subject
8367	حَكَّمَ	1	مُحَكِّمٌ	Subject
8368	حَكَى	1	حاكِي	Subject
8369	حَلَبَ	1	حالِبٌ	Subject
8370	حَلَّقَ	1	مُحَلِّقٌ	Subject
8371	حَمَّسَ	1	مُحَمِّسٌ	Subject
8372	حَمَضَ	1	حامِضٌ	Subject
8373	حَمَلَ	1	حامِلٌ	Subject
8374	حَمْلَقَ	1	مُحَمْلِقٌ	Subject
8375	حَمَى	1	حامِي	Subject
8376	حَوَى	1	حاوِي	Subject
8377	حَيَّرَ	1	مُحَيِّرٌ	Subject
8378	خَابَ	1	خَائِبٌ	Subject
8379	خَاتَلَ	1	مُخَاتِلٌ	Subject
8380	خَادَعَ	1	مُخَادِعٌ	Subject
8381	خَارَ	1	خَائِرٌ	Subject
8382	خَاطَ	1	خَائِطٌ	Subject
8383	خَاطَبَ	1	مُخَاطِبٌ	Subject
8384	خَاطَرَ	1	مُخَاطِرٌ	Subject
8385	خَافَ	1	خَائِفٌ	Subject
8386	خَالَفَ	1	مُخَالِفٌ	Subject
8387	خَانَ	1	خَائِنٌ	Subject
8388	خَبَطَ	1	خَابِطٌ	Subject
8389	خَبَلَ،	1	خَابِلٌ	Subject
8390	خَتَلَ	1	خَاتِلٌ	Subject
8391	خَتَنَ	1	خَاتِنٌ	Subject
8392	خَثَرَ	1	خَاثِرٌ	Subject
8393	خَدَّرَ	1	مُخَدِّرٌ	Subject
8394	خَدَعَ	1	خَادِعٌ	Subject
8395	خَدَمَ	1	خَادِمٌ	Subject
8396	خَرَّبَ	1	مُخَرِّبٌ	Subject
8397	خَرَجَ	1	خَارِجٌ	Subject
8398	خَرَقَ	1	خَارِقٌ	Subject
8399	خَزَنَ	1	خَازِنٌ	Subject
8400	خَسَأَ	1	خَاسِئٌ	Subject
8401	خَسِرَ	1	خَاسِرٌ	Subject
8402	خَسَفَ	1	خَاسِفٌ	Subject
8403	خَشَعَ	1	خَاشِعٌ	Subject
8404	خَصَّبَ	1	مُخْصِبٌ	Subject
8405	خَضَعَ	1	خَاضِعٌ	Subject
8406	خَطَأَ	1	خَاطِئٌ	Subject
8407	خَطَبَ	1	خَاطِبٌ	Subject
8408	خَطَّطَ	1	مُخَطِّطٌ	Subject
8409	خَطَفَ	1	خَاطِفٌ	Subject
8410	خَفَتَ	1	خَافِتٌ	Subject
8411	خَفَضَ	1	خَافِضٌ	Subject
8412	خَفَّضَ	1	مُخَفِّضٌ	Subject
8413	خَفَّفَ	1	مُخَفِّفٌ	Subject
8414	خَفَقَ	1	خَافِقٌ	Subject
8415	خَفِيَ	1	خَافِي	Subject
8416	خَلاَ	1	خَالِي	Subject
8417	خَلَجَ	1	خَالِجٌ	Subject
8418	خَلَدَ	1	خَالِدٌ	Subject
8419	خَلَصَ	1	خَالِصٌ	Subject
8420	خَلَّصَ	1	مُخَلِّصٌ	Subject
8421	خَلَقَ	1	خَالِقٌ	Subject
8422	خَمَلَ	1	خَامِلٌ	Subject
8423	خَمَّنَ	1	مُخَمِّنٌ	Subject
8424	خَنَعَ	1	خَانِعٌ	Subject
8425	خَوَّفَ	1	مُخَوِّفٌ	Subject
8426	خَوِيَ	1	خَاو	Subject
8427	دَأبَ	1	دَائِبٌ	Subject
8428	دَاعبَ	1	دَاعِبٌ	Subject
8429	دَاعَبَ	1	مُدَاعِبٌ	Subject
8430	دَافَعَ	1	مُدَافِعٌ	Subject
8431	دَامَ	1	دَائِمٌ	Subject
8432	دَانَ	1	دَائِنٌ	Subject
8433	دَاهَمَ	1	مُدَاهِمٌ	Subject
8434	دَاهَنَ	1	مُدَاهِنٌ	Subject
8435	دَاوَرَ	1	مُدَاوِرٌ	Subject
8436	دَاوَمَ	1	مُدَاوِمٌ	Subject
8437	دَبَرَ	1	دَابِرٌ	Subject
8438	دَبَّرَ	1	مُدَبِّرٌ	Subject
8439	دَثَرَ	1	دَاثِرٌ	Subject
8440	دَجَنَ	1	دَاجِنٌ	Subject
8441	دَجَى	1	دَاجِي	Subject
8442	دَحِسَ	1	دَاحِسٌ	Subject
8443	دَخَلَ	1	دَاخِلٌ	Subject
8444	دَرَّبَ	1	مُدَرِّبٌ	Subject
8445	دَرَجَ	1	دَارِجٌ	Subject
8446	دَرَسَ	1	دَارِسٌ	Subject
8447	دَرَّسَ	1	مُدَرِّسٌ	Subject
8448	دَرَعَ	1	دَارِعٌ	Subject
8449	دَرَكَ	1	دَارِكٌ	Subject
8450	دَعَا	1	دَاعِي	Subject
8451	دَعَرَ	1	دَاعِرٌ	Subject
8452	دَغَرَ	1	دَاغِرٌ	Subject
8453	دَفَعَ	1	دَافِعٌ	Subject
8454	دَفَقَ	1	دَافِقٌ	Subject
8455	دَقَّقَ	1	مُدَقِّقٌ	Subject
8456	دَكِنَ	1	دَاكِنٌ	Subject
8457	دَلَفَ	1	دَالِفٌ	Subject
8458	دَلَّكَ	1	مُدَلِّكٌ	Subject
8459	دَمَجَ	1	دَامِجٌ	Subject
8460	دَمْدَمَ	1	مُدَمْدِمٌ	Subject
8461	دَمَّرَ	1	مُدَمِّرٌ	Subject
8462	دَمَسَ	1	دَامِسٌ	Subject
8463	دَمَغَ	1	دَامِغٌ	Subject
8464	دَمِيَ	1	دَامِي	Subject
8465	دَنَا	1	دَانِي	Subject
8466	دَنْدَنَ	1	مُدَنْدِنٌ	Subject
8467	دَنَّسَ	1	مُدَنِّسٌ	Subject
8468	دَهِيَ	1	دَاهِي	Subject
8469	دَوِيَ	1	دَاوِي	Subject
8470	ذادَ	1	ذائِدٌ	Subject
8471	ذاعَ	1	ذائِعٌ	Subject
8472	ذالَ	1	ذائِلٌ	Subject
8473	ذَبَلَ	1	ذابِلٌ	Subject
8474	ذَخَرَ	1	ذاخِرٌ	Subject
8475	ذَعَرَ،	1	ذاعِرٌ	Subject
8476	ذَكَرَ	1	ذاكِرٌ	Subject
8477	ذَوَى	1	ذاوِي	Subject
8478	رَابَ	1	رَائِبٌ	Subject
8479	رَابَى	1	مُرَابِي	Subject
8480	رَاجَ	1	رائِجٌ	Subject
8481	رَاحَ	1	رَائِحٌ	Subject
8482	رادَ	1	رَائِدٌ	Subject
8483	رَادَفَ	1	مُرَادِفٌ	Subject
8484	رازَ	1	رَائِزٌ	Subject
8485	رَاسَلَ	1	مُرَاسِلٌ	Subject
8486	رَاعَ	1	رَائِعٌ	Subject
8487	رَافَعَ	1	مُرَافِعٌ	Subject
8488	رَافَقَ	1	مُرَافِقٌ	Subject
8489	رَاقَ	1	رَائِقٌ	Subject
8490	رَاقَبَ	1	مُرَاقِبٌ	Subject
8491	رَاهَقَ	1	مُرَاهِقٌ	Subject
8492	رَبِحَ	1	رَابِحٌ	Subject
8493	رَبَضَ	1	رَابِضٌ	Subject
8494	رَبَطَ	1	رَابِطٌ	Subject
8495	رتَبَ	1	رَاتِبٌ	Subject
8496	رَتَّبَ	1	مُرَتِّبٌ	Subject
8497	رَتَّلَ	1	مُرَتِّلٌ	Subject
8498	رَجَحَ	1	رَاجِحٌ	Subject
8499	رَجَّحَ	1	مُرَجِّحٌ	Subject
8500	رَجَزَ	1	رَاجِزٌ	Subject
8501	رَجَع	1	رَاجِعٌ	Subject
8502	رَجَفَ	1	رَاجِفٌ	Subject
8503	رَجَلَ	1	رَاجِلٌ	Subject
8504	رَحَلَ	1	رَاحِلٌ	Subject
8505	رَحِمَ	1	راحِمٌ	Subject
8506	رَخَا	1	رَاخِي	Subject
8507	رَدَّدَ	1	مُرَدِّدٌ	Subject
8508	رَدَعَ	1	رَادِعٌ	Subject
8509	رسَبَ	1	رَاسِبٌ	Subject
8510	رَسَخَ	1	رَاسِخٌ	Subject
8511	رَسَمَ	1	رَاسِمٌ	Subject
8512	رَشَا	1	رَاشِي	Subject
8513	رَشَحَ	1	رَاشِحٌ	Subject
8514	رَشَّحَ	1	مُرَشِّحٌ	Subject
8515	رَشَدَ،	1	رَاشِدٌ	Subject
8516	رَصَدَ	1	رَاصِدٌ	Subject
8517	رَضَعَ	1	رَاضِعٌ	Subject
8518	رَضِيَ	1	رَاضِي	Subject
8519	رَطَّبَ	1	مُرَطِّبٌ	Subject
8520	رَعَبَ	1	رَاعِبٌ	Subject
8521	رَعَفَ	1	رَاعِفٌ	Subject
8522	رَعَى	1	رَاعِي	Subject
8523	رَغَدَ	1	رَاغِدٌ	Subject
8524	رَفَدَ	1	رَافِدٌ	Subject
8525	رَفَضَ	1	رَافِضٌ	Subject
8526	رَفَعَ	1	رَافِعٌ	Subject
8527	رَفَقَ	1	رَافِقٌ	Subject
8528	رَفَهَ	1	رَافِهٌ	Subject
8529	رَقدَ	1	رَاقِدٌ	Subject
8530	رَقَصَ	1	رَاقِصٌ	Subject
8531	رَقِيَ	1	رَاقِي	Subject
8532	رَكِبَ	1	رَاكِبٌ	Subject
8533	رَكَدَ	1	رَاكِدٌ	Subject
8534	رَكَعَ	1	رَاكِعٌ	Subject
8535	رَمَحَ	1	رَامِحٌ	Subject
8536	رَمَقَ	1	رَامِقٌ	Subject
8537	رَمَّمَ	1	مُرَمِّمٌ	Subject
8538	رَمى	1	رَامِي	Subject
8539	رَهِبَ	1	رَاهِبٌ	Subject
8540	رَهَنَ	1	رَاهِنٌ	Subject
8541	رَوَّجَ).	1	مُرَوِّجٌ	Subject
8542	رَوَّحَ	1	مُرَوِّحٌ	Subject
8543	رَوَّضَ	1	مُرَوِّضٌ	Subject
8544	رَوَّعَ	1	مُرَوِّعٌ	Subject
8545	رَوَى	1	رَاوِي	Subject
8546	زَاحَمَ	1	مُزَاحِمٌ	Subject
8547	زادَ	1	زائِدٌ	Subject
8548	زَارَعَ	1	مُزَارِعٌ	Subject
8549	زاغَ	1	زائِغٌ	Subject
8550	زافَ	1	زائِفٌ	Subject
8551	زالَ	1	زائِلٌ	Subject
8552	زَامَنَ	1	مُزَامِنٌ	Subject
8553	زَايَدَ	1	مُزَايِدٌ	Subject
8554	زَجَرَ	1	زاجِرٌ	Subject
8555	زَجَلَ	1	زاجِلٌ	Subject
8556	زَحَفَ	1	زاحِفٌ	Subject
8557	زَخَرَ	1	زاخِرٌ	Subject
8558	زَرَعَ	1	زَارِعٌ	Subject
8559	زَكَى	1	زاكِي	Subject
8560	زَمْجَرَ	1	مُزَمْجِرٌ	Subject
8561	زَمَرَ	1	زَامِرٌ	Subject
8562	زَنَى	1	زانِي	Subject
8563	زَها	1	زاهِي	Subject
8564	زَهَدَ	1	زاهِدٌ	Subject
8565	زَهَرَ	1	زاهِرٌ	Subject
8566	زَهَقَ	1	زاهِقٌ	Subject
8567	زُهِيَ	1	مَزْهُوٌّ	Subject
8568	زَوَّدَ	1	مُزَوِّدٌ	Subject
8569	زَوَّرَ	1	مُزَوِّرٌ	Subject
8570	زَوَّقَ	1	مُزَوِّقٌ	Subject
8571	زَيَّفَ	1	مُزَيِّفٌ	Subject
8572	زَيَّنَ	1	مُزَيِّنٌ	Subject
8573	سَألَ	1	سَائِلٌ	Subject
8574	سَابَ	1	سَائِبٌ	Subject
8575	سَاحَ	1	سَائِحٌ	Subject
8576	سَادَ	1	سَائِدٌ	Subject
8577	سَارَ	1	سَائِرٌ	Subject
8578	سَارَّ	1	سَارٌّ	Subject
8579	سَاسَ	1	سَائِسٌ	Subject
8580	سَاعَدَ	1	مُسَاعِدٌ	Subject
8581	سَاعَفَ	1	مُسَاعِفٌ	Subject
8582	سَاغَ	1	سَائِغٌ	Subject
8583	سَافَرَ	1	مُسَافِرٌ	Subject
8584	سَاقَ	1	سَائِقٌ	Subject
8585	سَالَمَ	1	مُسَالِمٌ	Subject
8586	سَامَرَ	1	مُسَامِرٌ	Subject
8587	سَاهَمَ	1	مُسَاهِمٌ	Subject
8588	سَاوَى	1	مُسَاوِي	Subject
8589	سَبَّبَ	1	مُسَبِّبٌ	Subject
8590	سَبَحَ	1	سَابِحٌ	Subject
8591	سَجَدَ	1	سَاجِدٌ	Subject
8592	سَجَعَ	1	سَاجِعٌ	Subject
8593	سَجَّلَ	1	مُسَجِّلٌ	Subject
8594	سَجَى	1	سَاجِي	Subject
8595	سَحَرَ	1	سَاحِرٌ	Subject
8596	سَحَقَ	1	سَاحِقٌ	Subject
8597	سَخَّرَ	1	مُسَخِّرٌ	Subject
8598	سَخَطَ	1	سَاخِطٌ	Subject
8599	سَخَنَ	1	سَاخِنٌ	Subject
8600	سَخَّنَ	1	مُسَخِّنٌ	Subject
8601	سَدَّدَ	1	مُسَدِّدٌ	Subject
8602	سَدِرَ	1	سَادِرٌ	Subject
8603	سَرَبَ	1	سَارِبٌ	Subject
8604	سَرَحَ	1	سَارِحٌ	Subject
8605	سَرَقَ	1	سَارِقٌ	Subject
8606	سَطَعَ	1	سَاطِعٌ	Subject
8607	سَعَّرَ	1	مُسَعِّرٌ	Subject
8608	سَعى	1	سَاعِي	Subject
8609	سَفَحَ	1	سَافِحٌ	Subject
8610	سَفَرَ	1	سَافِرٌ	Subject
8611	سَفْسَفَ	1	مُسَفْسِفٌ	Subject
8612	سَفَلَ	1	سَافِلٌ	Subject
8613	سَفَهَ	1	سَافِهٌ	Subject
8614	سَقَطَ	1	سَاقِطٌ	Subject
8615	سَقَى	1	سَاقِي	Subject
8616	سَكَبَ).	1	سَاكِبٌ	Subject
8617	سَكَتَ	1	سَاكِتٌ	Subject
8618	سَكَرَ	1	سَاكِرٌ	Subject
8619	سَكِفَ	1	سَاكِفٌ	Subject
8620	سَكَنَ	1	سَاكِنٌ	Subject
8621	سَلَبَ	1	سَالِبٌ	Subject
8622	سَلَفَ	1	سَالِفٌ	Subject
8623	سَلَكَ	1	سَالِكٌ	Subject
8624	سَلَمَ	1	سَالِمٌ	Subject
8625	سَلَّى	1	مُسَلِّي	Subject
8626	سَمَدَ	1	سَامِدٌ	Subject
8627	سَمَرَ	1	سَامِرٌ	Subject
8628	سَمِعَ	1	سَامِعٌ	Subject
8629	سَمَقَ	1	سَامِقٌ	Subject
8630	سَمِنَ	1	سَامِنٌ	Subject
8631	سَمَّنَ	1	مُسَمِّنٌ	Subject
8632	سَمَى	1	سَامِي	Subject
8633	سَنَحَ	1	سَانِحٌ	Subject
8634	سَهَا	1	سَاهِي	Subject
8635	سَهَّلَ	1	مُسَهِّلٌ	Subject
8636	سَهَمَ	1	سَاهِمٌ	Subject
8637	سَوَّغَ	1	مُسَوِّغٌ	Subject
8638	سَوَّفَ	1	مُسَوِّفٌ	Subject
8639	سَيَّرَ	1	مُسَيِّرٌ	Subject
8640	سَيْطَرَ	1	مُسَيْطِرٌ	Subject
8641	سَيَّلَ	1	مُسَيِّلٌ	Subject
8642	شَأمَ	1	شَائِمٌ	Subject
8643	شابَ	1	شَائِبٌ	Subject
8644	شَابَهَ	1	مُشَابِهٌ	Subject
8645	شَاجَرَ	1	مُشَاجِرٌ	Subject
8646	شَاحَنَ	1	مُشَاحِنٌ	Subject
8647	شَارَكَ	1	مُشَارِكٌ	Subject
8648	شاطَ	1	شَائِطٌ	Subject
8649	شَاعَ	1	شَائِعٌ	Subject
8650	شَاغَبَ	1	مُشَاغِبٌ	Subject
8651	شَاقَ	1	شَائِقٌ	Subject
8652	شَاكَ	1	شَائِكٌ	Subject
8653	شَاكَسَ	1	مُشَاكِسٌ	Subject
8654	شانَ	1	شَائِنٌ	Subject
8655	شَاهَدَ	1	مُشَاهِدٌ	Subject
8656	شَاوَرَ	1	مُشَاوِرٌ	Subject
8657	شَايَعَ	1	مُشَايِعٌ	Subject
8658	شَبَّ	1	شَابٌّ	Subject
8659	شَبَكَ	1	شَابِكٌ	Subject
8660	شَتَا	1	شَاتِي	Subject
8661	شَجَّعَ	1	مُشَجِّعٌ	Subject
8662	شَجَنَ	1	شَاجِنٌ	Subject
8663	شَحَبَ	1	شَاحِبٌ	Subject
8664	شَحَمَ	1	شَاحِمٌ	Subject
8665	شَحُنَ	1	شَاحِنٌ	Subject
8666	شَخَصَ	1	شَاخِصٌ	Subject
8667	شَدَّدَ	1	مُشَدِّدٌ	Subject
8668	شَذَّبَ	1	مُشَذِّبٌ	Subject
8669	شَرِبَ	1	شَارِبٌ	Subject
8670	شَرَحَ	1	شَارِحٌ	Subject
8671	شرَخَ	1	شَارِخٌ	Subject
8672	شَرَدَ	1	شَارِدٌ	Subject
8673	شَرَع	1	شَارِعٌ	Subject
8674	شَرَّعَ	1	مُشَرِّعٌ	Subject
8675	شَرُفَ	1	شارِفٌ	Subject
8676	شَرَى	1	شَارِي	Subject
8677	شسَعَ	1	شَاسِعٌ	Subject
8678	شَطَرَ	1	شَاطِرٌ	Subject
8679	شَعَرَ	1	شَاعِر	Subject
8680	شَعْوَذَ	1	مُشَعْوِذٌ	Subject
8681	شَغَبَ	1	شَاغِبٌ	Subject
8682	شَغَرَ	1	شَاغِرٌ	Subject
8683	شَفَعَ	1	شَافِعٌ	Subject
8684	شَفَى	1	شَافِي	Subject
8685	شَقَّ	1	شَاقٌّ	Subject
8686	شَكَرَ	1	شَاكِرٌ	Subject
8687	شَكَلَ	1	شَاكِلٌ	Subject
8688	شَكى	1	شَاكِي	Subject
8689	شَمَتَ	1	شَامِتٌ	Subject
8690	شَمَخَ	1	شَامِخٌ	Subject
8691	شَمُسَ	1	شَامِسٌ	Subject
8692	شَمَلَ	1	شَامِلٌ	Subject
8693	شَنَّعَ).	1	مُشَنِّعٌ	Subject
8694	شَهَدَ	1	شَاهِدٌ	Subject
8695	شَهَرَ	1	شَاهِرٌ	Subject
8696	شَهَقَ	1	شَاهِقٌ	Subject
8697	شَوَّشَ	1	مُشَوِّشٌ	Subject
8698	شَوَّقَ	1	مُشَوِّقٌ	Subject
8699	شَيَّدَ	1	مُشَيِّدٌ	Subject
8700	شَيَّعَ	1	مُشَيِّعٌ	Subject
8701	صَابَ	1	صَائِب	Subject
8702	صَاحَ	1	صَائِحٌ	Subject
8703	صَاحَبَ	1	مُصَاحِبٌ	Subject
8704	صَادَ	1	صَائِدٌ	Subject
8705	صَارَ	1	صَائِرٌ	Subject
8706	صَارَعَ	1	مُصَارِعٌ	Subject
8707	صَاغَ	1	صَائِغٌ	Subject
8708	صَالَحَ	1	مُصَالِحٌ	Subject
8709	صَامَ	1	صَائِمٌ	Subject
8710	صَبَأَ	1	صَابِئٌ	Subject
8711	صَبَرَ	1	صَابِرٌ	Subject
8712	صَبِيَ	1	صَابِي	Subject
8713	صَحَا	1	صَاحِي	Subject
8714	صَحِبَ	1	صَاحِبٌ	Subject
8715	صَحَّحَ	1	مُصَحِّحٌ	Subject
8716	صَحَّفَ	1	مُصَحِّفٌ	Subject
8717	صَحَّفَ	1	مُصَحَّفٌ	Subject
8718	صَخِبَ	1	صَاخِبٌ	Subject
8719	صَخَرَ	1	صَاخِرٌ	Subject
8720	صَدَّ	1	صَادٌّ	Subject
8721	صَدَحَ	1	صَادِحٌ	Subject
8722	صَدَرَ	1	صَادِرٌ	Subject
8723	صَدَرَ	1	مُصَدِّرٌ	Subject
8724	صَدَقَ	1	صَادِقٌ	Subject
8725	صَدِيَ	1	صَاد	Subject
8726	صَرَّحَ	1	مُصَرِّحٌ	Subject
8727	صَرَخَ	1	صَارِخٌ	Subject
8728	صَرَّفَ	1	مُصَرِّفٌ	Subject
8729	صَرَمَ	1	صَارِمٌ	Subject
8730	صَعِدَ	1	صَاعِدٌ	Subject
8731	صَغُرَ	1	صَاغِرٌ	Subject
8732	صَفَا	1	صَافِي	Subject
8733	صَفَّقَ	1	مُصَفِّقٌ	Subject
8734	صَفَّى	1	مُصَفِّي	Subject
8735	صَلُحَ	1	صَالِحٌ	Subject
8736	صَلَّحَ	1	مُصَلِّحُ	Subject
8737	صَمَتَ	1	صَامِتٌ	Subject
8738	صَمَدَ	1	صَامِدٌ	Subject
8739	صَمَّمَ	1	مُصَمِّمٌ	Subject
8740	صَنَعَ	1	صَانِعٌ	Subject
8741	صَنَّفَ	1	مُصَنِّفٌ	Subject
8742	صَهَلَ	1	صَاهِلٌ	Subject
8743	صَوَّتَ	1	مُصَوِّتٌ	Subject
8744	صَوَّرَ	1	مُصَوِّرٌ	Subject
8745	صَوَى	1	صَاو	Subject
8746	صَيَّفَ	1	مُصَيِّفٌ	Subject
8747	ضَارَبَ	1	مُضَارِبٌ	Subject
8748	ضَاعَ	1	ضَائِعٌ	Subject
8749	ضَاغَنَ	1	ضَاغِنٌ	Subject
8750	ضَاقَ	1	ضَائِقٌ	Subject
8751	ضَامَ	1	ضَائِمٌ	Subject
8752	ضَايَقَ	1	مُضَايِقٌ	Subject
